CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
278867,"ORMAIG FOREST, DRUIM BUIDHE",,"DUN (PREHISTORIC)(POSSIBLE), NATURAL FEATURE (PERIOD UNASSIGNED)(POSSIBLE)",ARGYLL,ARGYLL AND BUTE,KILMARTIN,NGR given to the nearest 1m,https://canmore.org.uk/site/278867/,https://canmore.org.uk/site/278867/,182502,700550,None,0,0,0,,,,,,
290210,KIRKTON HILL,,DUN (PERIOD UNASSIGNED)(POSSIBLE),PERTHSHIRE,PERTH AND KINROSS,FORGANDENNY,NGR given to the nearest 100m,https://canmore.org.uk/site/290210/,https://canmore.org.uk/site/290210/,310300,720500,None,0,0,0,,,,,,
290104,LAGANRUERE,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 1m,https://canmore.org.uk/site/290104/,https://canmore.org.uk/site/290104/,179870,686808,"['excavation', 'trench', 'trenches', 'evaluation']",0,1,0,,,,,what may be the remains of midden/hearth deposits.,"Regan, R.ˇ(2006c)ˇ'Dalriada Project - Barnagad evaluation 2006, Argyll and Bute (North Knapdale parish), archaeological evaluation', Discovery Excav Scot, vol. 7, 2006. Dorchester. Page(s): 40"
299931,RUBH AN DUNAIN,CULKEIN STOER,DUN (PERIOD UNASSIGNED),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 1m,https://canmore.org.uk/site/299931/,https://canmore.org.uk/site/299931/,204100,933900,None,0,0,0,,,,,,
305769,"SKYE, CLAIGAN",DUN BREAC,DUN (PERIOD UNASSIGNED),INVERNESS-SHIRE,HIGHLAND,DUIRINISH,NGR given to the nearest 10m,https://canmore.org.uk/site/305769/,https://canmore.org.uk/site/305769/,123750,854010,None,0,0,0,,,,,,
304971,"RABBIT WARREN, AIRDS OF KELLS",,DUN (PERIOD UNASSIGNED)(POSSIBLE),KIRKCUDBRIGHTSHIRE,DUMFRIES AND GALLOWAY,KELLS,NGR given to the nearest 10m,https://canmore.org.uk/site/304971/,https://canmore.org.uk/site/304971/,266960,571430,None,0,0,0,,,,,,
312059,"SKYE, LOCH BHARABHAIG",,"DUN (PERIOD UNASSIGNED)(POSSIBLE), SHIELING (POST MEDIEVAL)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 10m,https://canmore.org.uk/site/312059/,https://canmore.org.uk/site/312059/,168090,809960,None,0,0,0,,,,,,
318640,"PABBAY, CREAG THURISTEN",,DUN (PREHISTORIC)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/318640/,https://canmore.org.uk/site/318640/,88747,887795,None,0,0,0,,,,,,
331667,"SKYE, ACAIRSEID AN RUBHA",POINT OF SLEAT,DUN (IRON AGE)(POSSIBLE),INVERNESS-SHIRE,HIGHLAND,SLEAT,NGR given to the nearest 1m,https://canmore.org.uk/site/331667/,https://canmore.org.uk/site/331667/,155994,800194,None,0,0,0,,,,,,
346998,TERVINE,,"DUN (PERIOD UNASSIGNED)(POSSIBLE), STRUCTURE (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,GLENORCHY AND INISHAIL (ARGYLL AND BUTE),NGR given to the nearest 1m,https://canmore.org.uk/site/346998/,https://canmore.org.uk/site/346998/,207369,725984,None,0,0,0,,,,,,
346566,"COLONSAY, BALNAHARD",,"CUP MARKED ROCK (PREHISTORIC), DUN (PERIOD UNASSIGNED), DYKE(S) (PERIOD UNASSIGNED), ENCLOSURE(S) (PERIOD UNASSIGNED), HUT CIRCLE(S) (PREHISTORIC), RIG AND FURROW (MEDIEVAL) - (POST MEDIEVAL), SETTLEMENT (PERIOD UNASSIGNED), STRUCTURE(S) (PERIOD UNASSIGN",ARGYLL,ARGYLL AND BUTE,COLONSAY AND ORONSAY,NGR given to the nearest 1m,https://canmore.org.uk/site/346566/,https://canmore.org.uk/site/346566/,141500,699500,['excavation'],0,0,0,,,,,,
358335,LOCH A GHILLE GHOBAICH,,DUN (PERIOD UNKNOWN)(POSSIBLE),INVERNESS-SHIRE,HIGHLAND,GLENELG (LOCHABER),NGR given to the nearest 10m,https://canmore.org.uk/site/358335/,https://canmore.org.uk/site/358335/,168600,794240,None,0,0,0,,,,,,
346918,LERGYCHONIEBEAG,,"BANK (EARTHWORK)(S) (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), DUN (PERIOD UNASSIGNED), LAZY BEDS (POST MEDIEVAL), STRUCTURE(S) (PERIOD UNASSIGNED), TRACK(S) (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,CRAIGNISH,NGR given to the nearest 1m,https://canmore.org.uk/site/346918/,https://canmore.org.uk/site/346918/,182592,709321,None,0,0,0,,,,,,
373069,"TIREE, BEINN HAOIDHNIS (BEN HYNISH)",,DUN (LATER PREHISTORIC),ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 1m,https://canmore.org.uk/site/373069/,https://canmore.org.uk/site/373069/,96427,738878,None,0,0,0,,,,,,
376255,AMOD FARM,,"ARCHAEOLOGICAL LANDSCAPE (PERIOD UNKNOWN), BANK (EARTHWORK)(S) (PERIOD UNKNOWN), BRIDGE (PERIOD UNKNOWN), DUN (LATER PREHISTORIC), ENCLOSURE(S) (PERIOD UNKNOWN), FARMSTEAD (PERIOD UNKNOWN), PIER (PERIOD UNKNOWN), QUARRY(S) (PERIOD UNKNOWN), STRUCTURE(S)",ARGYLL,ARGYLL AND BUTE,SOUTHEND,NGR given to the nearest 1m,https://canmore.org.uk/site/376255/,https://canmore.org.uk/site/376255/,164562,612064,None,0,0,0,,,,,,
372635,"LUING, ARDINAMIR",,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,KILBRANDON AND KILCHATTAN,NGR given to the nearest 1m,https://canmore.org.uk/site/372635/,https://canmore.org.uk/site/372635/,175601,712236,None,0,0,0,,,,,,
358055,"ARRAN, KILDONAN",,DUN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NORTH AYRSHIRE,KILMORY,NGR given to the nearest 10m,https://canmore.org.uk/site/358055/,https://canmore.org.uk/site/358055/,203500,621710,None,0,0,0,,,,,,
367991,SCALLASAIG,,"DUN (IRON AGE)(POSSIBLE), DYKE(S) (POST MEDIEVAL), SHIELING(S) (POST MEDIEVAL)",INVERNESS-SHIRE,HIGHLAND,GLENELG (LOCHABER),NGR given to the nearest 1m,https://canmore.org.uk/site/367991/,https://canmore.org.uk/site/367991/,187491,816530,None,0,0,0,,,,,,
370442,LOCH AN DÎIN MH„IR PENINSULA ? GE∑RRAIDH FLIUCH RECORDING PROJECT,,"BUILDING (PERIOD UNKNOWN) - (19TH CENTURY), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/370442/,https://canmore.org.uk/site/370442/,77680,841450,None,0,0,0,,,,,,
367946,CAMBUSMORE ESTATE,,"ARCHAEOLOGICAL LANDSCAPE (PREHISTORIC) - (POST MEDIEVAL), BROCH(S) (PERIOD UNASSIGNED), CHAMBERED CAIRN(S) (PERIOD UNASSIGNED), DUN(S) (PERIOD UNASSIGNED), ENCLOSURE(S) (PERIOD UNASSIGNED), FARMSTEAD(S) (PERIOD UNKNOWN), FIELD SYSTEM(S) (PERIOD UNASSIGNE",SUTHERLAND,HIGHLAND,DORNOCH,NGR given to the nearest 10m,https://canmore.org.uk/site/367946/,https://canmore.org.uk/site/367946/,271290,898450,None,0,0,0,,,,,,
369557,KILDAVIE - SITE 3,,DUN (PERIOD UNKNOWN)(POSSIBLE),ARGYLL,ARGYLL AND BUTE,SOUTHEND,NGR given to the nearest 1m,https://canmore.org.uk/site/369557/,https://canmore.org.uk/site/369557/,173189,610982,None,0,0,0,,,,,,
357821,"ARRAN, NORTH SANNOX",,DUN (PREHISTORIC),BUTESHIRE,NORTH AYRSHIRE,KILBRIDE,NGR given to the nearest 1m,https://canmore.org.uk/site/357821/,https://canmore.org.uk/site/357821/,201122,646785,None,0,0,0,,,,,,
348704,"GEARUM BEAG, MINGULAY",,DUN (PERIOD UNASSIGNED)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 10m,https://canmore.org.uk/site/348704/,https://canmore.org.uk/site/348704/,55040,781290,None,0,0,0,,,,,,
346728,CASTLE SWIN,"SEWN CASTLE, SWINE",DUN (PERIOD UNASSIGNED),RENFREWSHIRE,RENFREWSHIRE,HOUSTON,NGR given to the nearest 10m,https://canmore.org.uk/site/346728/,https://canmore.org.uk/site/346728/,239760,668160,None,0,0,0,,,,,,
453,BURGA WATER,,DUN (PERIOD UNASSIGNED),SHETLAND,SHETLAND ISLANDS,WALLS AND SANDNESS,NGR given to the nearest 10m,https://canmore.org.uk/site/453/,https://canmore.org.uk/site/453/,423410,1153980,['excavation'],1,0,0,1,0,0,0,"An unpublished excavation was carried out some years before 1931 (Spence 1899) ; The ruins in the Holm of Burgawater east of Stourbfo' were torn up by Mr. Sands some years ago, with what result I do not know. It seemed a small but very ancient building, and the most conspicuous object in it was a large flat stone, supported by four posts, the whole forming a table or platform structure.","Spence, J.ˇ(1899)ˇShetland Folk-Lore. Page(s): 53; https://archive.org/details/shetlandfolklor00spengoog"
4020,"LEWIS, DUN BHARABHAT","DUN BARAVAT, LOCH BARAVAT","BROCH (IRON AGE), CAUSEWAY (IRON AGE), GALLERIED DUN (IRON AGE), MIDDEN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4020/,https://canmore.org.uk/site/4020/,109886,935325,"['excavation', 'excavated', 'excavations', 'trench']",1,0,0,0,0,1,0,"Excavation (1985) In the interior, a hearth with flagged surround and the remains of an internal partition comprised of a row of cobbles were recovered. At least three major phases of occupation are represented. Artefacts recovered from the excavation included pottery with typical Hebridean later prehistoric decoration, probable small metal or glass working crucibles, animal bones, shells of several marine species and fragments of cut wood. Excavation (1986) Several decorative features within the pottery assemblage can be paralleled elsewhere, notably applied cordons, ring bosses, averted rims and incised linear decoration, but definition within the typology is not well established. calibrates to 820-520 BC - pre roundhouse occupation. The next layer up was the primary occupation layer, resting on a platform of hard green clay which equated with the small area of paving extending inwards from the entrance. The layer itself was of dark earth which contained small potsherds, occasionally large numbers of them, which may have been crushed and thrown down to harden the floor layer. This horizon was not a single, uniform layer all over the interior but its nature seemed clear [3, 22-5 and figs. 10 and 11]. The clay central hearth was laid in this phase. The second and final major habitation layer was the most obvious of the occupation strata in the roundhouse interior and the clearest element of this was a burnt layer ? including many charred timbers ? which signalled the destruction of the site at the end of its Iron Age use. The impression gained was that the timber roof frame had caught fire and collapsed into the interior and this and other aspects of the horizon are discussed in detail in the report [3, 20-2]. An important point is that this secondary occupation layer overlapped in places the slumped or partially collapsed wall of the original building. Two C-24 dates were obtained for charcoal from the destruction layer.  calibrate, first, to 200-50 BC at 10% probability or 250 BC - AD 10 at 90% probability and, second, to 100 BC - AD 30 at 68.2% probability. Phase 1

Stone: 1 spindle whorl (070) with a flattened oval cross-section, diam. 42mm [3, fig. 14, no. 1]. Phase 2 Glass: 1 small ring bead of blue translucent glass (050), diam. 7mm. Stone: 1 pebble hammerstone (087). Phase 3a Copper alloy working: 1 crucible (030). Glass: 1 small ring bead of blue translucent glass (036), diam. 6mm: 1 small ring-bead of yellow glass, diam. 4mm: 1 fragment of red and yellow opaque glass bead (068) with approx. D-shaped cross-section, diam. 18mm. Amber: 1 fragment of orange-red amber bead (085), diam. c. 15mm. Stone: 1 quartzite pebble strike-a-light, used on both faces (100), length 69mm. Phase 3b Copper alloy working: 3 small crucibles (no numbers). Glass: 1 globular bead (037) with approximately hexagonal cross-section at right angles to the perforation, of yellow glass with dark brown spiral inlay: diam. 15mm. Stone: 1 whetstone with square cross-section (no number), length 57mm; two-handed pebble-pounder (083). Fired clay:1 spindle whorl made from a cut-down sherd (010), diam. c. 75mm. Phase 4 Stone: 1 globular pebble probably used as a polisher (080), diams. 63 x 72mm; 1 quartzite pebble strike-a-light, used on both faces (no number), length 72mm; 2 pebble hammerstones (both un-numbered). Phase 5 Lead: 1 strip, perforated at each end (001), perhaps a weight. Iron; 2 bolts (029 and un-numbered). Glass: quarter of 1 small yellow ring bead (031), diam. 6.5mm. Stone: 2 pebble hammerstones (both un-numbered). mixtures of the traditions of the ancient Vaul ware vases and urns and the new fashion of Everted Rim jars ? strongly suggests that the occupation of Dun Bharabhat was still going strong in the 3rd century AD.","Harding, Topping and Dixon, D W, P G and T N.ˇ(1985)ˇ'Dun Bharabhat (Uig p) island brock & underwater midden', Discovery Excav Scot, 1985. Page(s): 63 ; Harding, Topping and Dixon, D W, P G and T N. (1986) 'Dun Bharabhat, Cnip, galleried island dun', Discovery Excav Scot, 1986. Page(s): 49-50"
1002,LOCH OF BRINDISTER,,DUN (PREHISTORIC),SHETLAND,SHETLAND ISLANDS,LERWICK,NGR given to the nearest 1m,https://canmore.org.uk/site/1002/,https://canmore.org.uk/site/1002/,443263,1137011,"['excavation', 'excavated', 'excavations']",1,0,0,1,0,0,0,Partial excavation by Goudie in 1888,"Goudie, G.ˇ(1889)ˇ'Notice of some recent brough excavations in Shetland', Proc Soc Antiq Scot, vol. 23, 1888-9. Page(s): 246-9"
4089,"LEWIS, GREAT BERNERA, LOCH BARAVAT, DUN BARAVAT",,"BROCH (IRON AGE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4089/,https://canmore.org.uk/site/4089/,115598,935563,"['excavated', 'excavations']",1,0,0,0,0,1,0,"Excavations in 1996?? Can't find any evidence of the excavation. A ceramic assemblage reported to TTU; recovered from the the bed of Loch Bharabhat in 2015 by C.Murray. The material was exmained by M.Copper and identified as Mid Iron Age.
KM 19/07/2024 in https://her.cne-siar.gov.uk/Monument/MWE4089",https://her.cne-siar.gov.uk/Monument/MWE4089
8608,WAG OF FORSE,WAG O' FORSE,"DUN (PERIOD UNASSIGNED), FIELD SYSTEM (PERIOD UNASSIGNED), SETTLEMENT (PERIOD UNASSIGNED)",CAITHNESS,HIGHLAND,LATHERON,NGR given to the nearest 10m,https://canmore.org.uk/site/8608/,https://canmore.org.uk/site/8608/,320480,935200,"['excavation', 'excavated']",1,0,0,0,1,0,0,"partly excavated by Curle (1941; 1948) in 1939 and 1946-8. Excavation finds, most of which were donated to the NMAS, included several saddle-querns but only one, broken, rotary quern. From the original hearth in hut 'C' (see plan) came a pot with LBA-EIA parallels (1965). The most sophisticated pottery came from a small round wag, not shown on plan, in area 'H'. No metal was noted. Stone: fragments of 3 saddle querns, hammerstones, several jet rings and armlets (two of the latter being 8.3 and 10.2cm (3.25 and 4 ins) in diameter), parts of a rotary quern and1 sandstone disc bead. From the small circular Chamber A, supposedly later than the adjacent longhouse A, came 1 polished sandstone disc. Bone: from below the floor of the circular structure came a human femur-head whorl, 1 stone whorl, 2 saddle querns (used as paving), stone 'pot lids', and fragments of a cannel coal ring. Pottery: also from the small circular Chamber A, came potsherds (including the pot illustrated by Curle [2, pl. lx].","Curle, A O. (1941) 'An account of the partial excavation of a ""wag"" or galleried building at Forse, in the Parish of Latheron, Caithness', Proc Soc Antiq Scot, vol. 75, 1940-1. Page(s): 23-39 ; Curle, A O. (1948) 'The excavation of the ""wag"" or prehistoric cattle-fold at Forse, Caithness, and the relation of ""wags"" to brochs, and implications arising therefrom', Proc Soc Antiq Scot, vol. 80, 1945-6. Page(s): 11-25 ; Curle, A O. (1950) 'The ""wag"" of Forse, Caithness: excavations 1947-48', Proc Soc Antiq Scot, vol. 82, 1947-8. Page(s): 275-85 plan"
9989,"NORTH UIST, LOCH PAIBLE, DUN STEINGARRY",CUITHE STEILLIGARRY,"DUN (PERIOD UNASSIGNED)(POSSIBLE), MOUND (PERIOD UNASSIGNED)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9989/,https://canmore.org.uk/site/9989/,71980,868380,"['excavation', 'excavated', 'trench', 'trenches', 'dug', 'evaluation', 'test pits']",1,0,0,0,0,0,1,"Excavation (11 March 2013 - 30 March 2013) Rebecca Rennell and Tom Dawson, The Scape Trust, 2013. Fragments of residual pottery, bone and wood were recovered from this deposit. The waterlogged nature of deposits ensured good organic preservation across the site. Organic finds included many fragments of wood, as well as worked and unworked animal bone and antler. Two samples from Area 1 have been Some of the wooden finds recovered from the eroding coast edge include a bowl carved from alder, a scutching knife ? a tool used in processing flax ? and a peg which may have been used in weaving. Both the peg and scutching knife were made of larch, which isn?t native to the Western Isles or the UK, but does grow in Alaska and Canada. Furthermore, the scutching knife has a cluster of small boreholes that may have been caused by marine worms, all of which suggests that these objects may have been carved from driftwood carried across the North Atlantic by the Gulf Stream. Both the alder bowl and the scutching knife have been radiocarbon dated to the 1st century BC ? 1st/2nd century AD.
submitted for radiocarbon dating. Significant finds included wooden stakes and pegs. The waterlogged peat on the site created excellent preservation conditions for organic remains, and our fieldwork added over 60 fragments of wood to the finds that had been already recovered by the local community. Most of these were offcuts or splinters from woodworking activity, dating to the 2nd to 4th centuries AD, apparently representing a later phase of activity than the bowl and scutching knife carved from driftwood. The fortification of Dun Steingarry appears to be later still ? the wall which runs around the promontory has been built on top of peaty deposits which contain archaeological material, including wood, pottery and bone and which have been radiocarbon dated to the late Iron Age (351-536 AD). Although the flax processing, the woodworking and the construction of the wall belong to three different phases of activity at Loch Paible, it looks as if there has been settlement and related agricultural and domestic activity here for several centuries through the mid-late Iron Age. "," Rebecca Rennell and Tom Dawson, Discovery Excav Scot, 2013. Page(s): 191-193 ; https://scapetrust.org/loch-paible/"
9710,"BARRA, DUN CUIER",DUN CHUIDHIR,"BROCH (IRON AGE), GALLERIED DUN (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 1m,https://canmore.org.uk/site/9710/,https://canmore.org.uk/site/9710/,66420,803406,"['excavation', 'excavated', 'excavations']",1,0,0,0,0,1,0,excavated by Young between 1953 and 1955. Scarcement; bar hole; metal working; bench; central hearths; bone pins; large cooking pots; tool handle; spindel whorls; 7th C AD reuse; gaming pieces; stone discs; impressed textile; bird bones - merlin,"Young, A.ˇ(1958a)ˇ'Excavations at Dun Cuier, Isle of Barra', Proc Soc Antiq Scot, vol. 89, 1955-6. Page(s): 290-328 figs. 1-16, plans figs. 3-4, 6a; Young, A. (1964) 'Brochs and duns', Proc Soc Antiq Scot, vol. 95, 1961-2. Page(s): 193, No. 49"
10182,"GRIMSAY, LOCH HORNARY, DUN BAN",NF85NE 6,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10182/,https://canmore.org.uk/site/10182/,86980,856930,['excavated'],1,0,0,1,0,0,0,"ˇexcavated by Thomasˇ1890. Ashes?some  of  sticks?the  remains  ofcooking  fires, were  observed  in  two places, as  noted  on the  plan;  and water-worn  stones?were  all  that  remained to  indicate inhabitation ","Thomas, F W L.ˇ(1890)ˇ'On the duns of the Outer Hebrides', Archaeol Scot, vol. 5, 3, 1890. Page(s): 399-402."
4874,"LANGWELL, TOR A' CHORCAIN",TORR A' CHORCAIN,"DUN (PERIOD UNASSIGNED), FORT (PERIOD UNASSIGNED), VITRIFIED STONE (PERIOD UNASSIGNED)",ROSS AND CROMARTY,HIGHLAND,KINCARDINE (SUTHERLAND),NGR given to the nearest 1m,https://canmore.org.uk/site/4874/,https://canmore.org.uk/site/4874/,241040,900888,"['excavation', 'excavated', 'excavations', 'trench']",1,0,0,0,0,1,0,"Partial excavation by Miss Nisbet in 1973 and 1974. The dun was confirmed as being a timberlaced construction.  Radio carbon dates for the dun give a range from 10 BC to 440 BC, but two samples taken from one roof timber give over-lapping dates of 210 to 290 BC. The only finds from the excavation, besides whetstones and other simple stone tools, were an iron knife blade and two stone beads. There was no pottery. A midden lies outside the dun entrance on the ; 15 hones and whetstones, 3 sling-stones, 7rubbing-stones, 1 scoop, 1 quartz ""strike-a-light"". 28 hones and whetstones, 3 slingstones, 8rubbing-stones, 2 hand-mortars, 7 pounders. Fromthe Stage 5 occupation deposit: 11 hones andwhetstones, 1 slingstone, 26 rubbing-stones, 4hand-mortars, 3 scoops, 1 pounder. Two beads were also found. The bone one fromthe floor of the guard chamber had been affectedby heat; the other, a well-polished ring-bead ofgreen serpentine, came from the Stage 5 turf ramp(fig. 9.2). A stray fragment of a shale bangle wasfound in topsoil outside the dun. Iron was poorly represented. One unidentifiediron object came from the primary occupation, anda well preserved blade from the destruction debrisclose to the wall near the entrance (fig. 9.4). This isprobably a dagger blade as it seems to have beensharpened on both edges, and may have been in asheath of some sort. 620 BC -30 BC at the 2oconfidence level (95% probability), or 450 BC -180BC at the la level (68% probability). Range: 640 BC-AD 110 at 2a;390BC-AD) at la. Range: 500 BC -AD 20 at 2a;490 BC -150 BC at la. Range: 440 BC -Ad 250 at 2a; 300 BC -AD 140 atla. date for the construction of the dunwould be in the first half of the 4th century BC.","Nisbet, H.ˇ(1996)ˇ'Excavation of a vitrified dun at Langwell, Strath Oykel, Sutherland', Glasgow Archaeol J, vol. 19, 1994-1995. Page(s): 51-73"
10049,"NORTH UIST, VALLAY SOUND, DUN THOMAIDH",DUN TOMI,"BROCH (IRON AGE)(POSSIBLE), CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10049/,https://canmore.org.uk/site/10049/,75900,875810,"['excavation', 'excavated', 'excavations']",1,0,0,0,1,0,0,"Excavation 1914: Finds included implements and/or fragments of stone, flint, bone, bronze and iron, and the usual kitchen-midden debris ;  stone,  twenty-two  flaked   flints,  ten  hammer-stones,  a  stonepounder, part of  a  hone, a  small  polishing-stone, two  nodules of  pumice,four  socket-stones, portions of  one round quern and  of two  saddle-querns,and  a  stone  'with  some  appearance  of  having  been  used  as  an  anchor;in horn and bone, a small  tine  shaped  and  hollowed out,  and  two shapedsegments  of  bone,  one  of  them  perhaps  representing  a  chisel  adaptedfor  use  at  both  ends,  and  the  other  the  handle  of  a  tool;  also  thirteensmall  pieces  of  iron   (chiefly  broken   rivets),  a  bronze  needle  brokenat   its  eye,  three  pieces  of  patterned  pottery,  and  a  very  few  plainfragments.","Beveridge and Callander, E and J G.ˇ(1931)ˇ'Excavation of an earth-house at Foshigarry, and a fort, Dun Thomaidh, in North Uist. With notes on the structures and the relics found in them', Proc Soc Antiq Scot, vol. 65, 1930-1. Page(s): 317-22 (plan 319)"
10053,"NORTH UIST, VALLAY, RUDH' AN DUIN",,"DUN (PREHISTORIC), SWORD (IRON)(PREHISTORIC), UNIDENTIFIED POTTERY(S) (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10053/,https://canmore.org.uk/site/10053/,78593,876180,"['excavation', 'excavated', 'excavations']",1,0,0,0,1,0,0,"excavated by Mr. Erskine Beveridge.  there were found many fragments of hand-made pottery, some ornamented, including the handle of a vessel, 4 inches long by Û inch thick, and part of a small crucible; a thin fragment of bronze about 1 ´ inches square pierced by five small holes; the fragments including part of the hilt with crossguard of a much corroded iron sword, the mould of which was noted in portions of its wooden scabbard; a piece of bone, with cut marks ;three small portions of cetacean bone, and a bit of pumice. Kitchen midden refuse in the shape of ashes, bones and limpet and periwinkle shells were found in various places, chiefly about the entrance passage, but in no great quantity. A few hammer stones, a perforated ball with flattened sides, 2 inches in diameter and 1 ´ inches thick, and a thin piece of schist shaped like the letter T, measuring 4 ¨ inches across each extremity, were also recovered. A small nodule of flint was found in the dun and a small flake outside immediately to the west.","Beveridge, E.ˇ(1911)ˇNorth Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides. Edinburgh. Page(s): 215-8 plan, illust RCAHMS Shelf Number: D.14.2.UIS"
10059,"NORTH UIST, GRIMINISH, LOCHAN EILEAN, EILEAN A'GHALLAIN",EILEAN A'GHALLAIN 1,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10059/,https://canmore.org.uk/site/10059/,74853,875885,['excavated'],1,0,0,0,1,0,0,"excavated by Erskine Beveridge. A few fragments of pottery and bones, one or two hammer stones and a broken whetstone were found in the dun","Beveridge, E.ˇ(1911)ˇNorth Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides. Edinburgh. Page(s): 197, No. 65ˇ"
10834,"SKYE, DUN TOTAIG",,"DUN (MEDIEVAL)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,HIGHLAND,DUIRINISH,NGR given to the nearest 10m,https://canmore.org.uk/site/10834/,https://canmore.org.uk/site/10834/,123750,847900,['excavated'],1,0,0,0,1,0,0,Excavated by Countess Latour. No other details,
12382,DUN FIONN,,DUN (PREHISTORIC),INVERNESS-SHIRE,HIGHLAND,KILTARLITY AND CONVINTH,NGR given to the nearest 1m,https://canmore.org.uk/site/12382/,https://canmore.org.uk/site/12382/,247164,842906,"['excavation', 'excavated', 'trench']",1,0,0,1,0,0,0,Excavated by Lord Lovat about 60 or 70 years ago [1850-60]. Lord Lovat's excavation remains as a T-shaped trench,"Wallace, T.ˇ(1921a)ˇ'Archaeological notes', Trans Inverness Sci Soc Fld Club, vol. 8, 1912-18. Page(s): 103-5 plan"
10068,"NORTH UIST, GRIMINISH, LOCH AN EILEAN, DUN A'GHALLAIN",EILEAN A'GHALLAIN 2,"DUN (PREHISTORIC), DAGGER (IRON)(PERIOD UNKNOWN), QUERN (STONE)(PERIOD UNKNOWN)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10068/,https://canmore.org.uk/site/10068/,74798,875958,['excavation'],1,0,0,0,1,0,0,"Erskine Beveridge. Partial excavation. Finds included an iron dagger, a curved knife and rivets of Viking type, pottery and animal bones, including the vertebrae of a whale. ; Can't work out what Proc Soc Antiq Scot 1912 relates to.","Beveridge, E.ˇ(1911)ˇNorth Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides. Edinburgh; Proc Soc Antiq Scot 1912."
10078,"NORTH UIST, BEN RISARY, BUAILE RISARY",,"AISLED ROUNDHOUSE (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE), SHIELING HUT(S) (POST MEDIEVAL), RIVET(S) (IRON)(VIKING), UNIDENTIFIED POTTERY (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10078/,https://canmore.org.uk/site/10078/,76670,872910,"['excavation', 'excavated']",1,0,0,1,0,0,0,"partly excavated by Erskine Beveridge, probably in the 1890s  Finds, including pottery, Viking-type iron rivets, stone and flint implements,  ; Can't work out what Proc Soc Antiq Scot 1912 relates to.","Beveridge, E.ˇ(1911)ˇNorth Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides. Edinburgh; Proc Soc Antiq Scot 1912."
